student_id,time_organization
3047,*En semaine ou la fin de semaine a egalite**Jamais
4349,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
3209,Plage de temps strictement reservee*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Jamais
2520,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
5276,***
3033,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
4599,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
3924,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
1617,*En semaine ou la fin de semaine a egalite**Tres souvent
3642,***
1009,*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
2813,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
4518,***
2234,***
283,***
3766,*Surtout durant la fin de semaine - peu en semaine**Jamais
507,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
5668,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
5134,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
1683,***
3128,***
1524,Plage de temps reservee avec quelques exceptions*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
3817,***
4587,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
4888,***
296,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
2203,***
5401,***
5006,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
5474,*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Jamais
268,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
4381,Plage de temps reservee avec quelques exceptions*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
5839,***
4670,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
6016,***
4841,***
3304,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
5143,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Parfois
6142,***
1936,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
2989,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
5050,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
5862,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
5726,*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Jamais
4602,***
1839,***
1080,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Toujours
2738,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
1762,*Surtout durant la semaine - peu la fin de semaine**Regulierement
1721,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
740,***
6192,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
2177,*Surtout durant la semaine - peu la fin de semaine**Tres souvent
4149,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
4615,***
2139,Plage de temps reservee avec quelques exceptions*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
3629,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
952,*Surtout durant la fin de semaine - peu en semaine**Jamais
986,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*option_i4x-TELUQ-TUL1-problem-7263404c883d4411a0879cf73ff5f652_2_4_dummy_default
4360,***
2618,*En semaine ou la fin de semaine a egalite**Jamais
3979,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
929,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2483,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
1748,*En semaine ou la fin de semaine a egalite**Jamais
652,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
2631,***
3558,***
6048,Plage de temps strictement reservee*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Parfois
3711,***
2182,***
672,*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Jamais
1084,***
6014,***
851,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
1879,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
3053,*En semaine ou la fin de semaine a egalite**Jamais
1134,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Regulierement
5461,***
3765,***
3986,***
2795,***
876,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
785,Plage de temps reservee avec quelques exceptions*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
857,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine**Parfois
4079,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Regulierement
3480,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Parfois
3163,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2012,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
1632,Plage de temps strictement reservee*option_i4x-TELUQ-TUL1-problem-7263404c883d4411a0879cf73ff5f652_2_2_dummy_default*option_i4x-TELUQ-TUL1-problem-7263404c883d4411a0879cf73ff5f652_2_3_dummy_default*option_i4x-TELUQ-TUL1-problem-7263404c883d4411a0879cf73ff5f652_2_4_dummy_default
1749,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
2074,***
2109,***
4335,***
963,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
2930,***
3131,Plage de temps strictement reservee*En semaine ou la fin de semaine a egalite**Parfois
1527,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Regulierement
4536,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2146,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
2848,*Surtout durant la fin de semaine - peu en semaine**Jamais
3227,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
3044,*Surtout durant la fin de semaine - peu en semaine**Jamais
1978,*En semaine ou la fin de semaine a egalite**Jamais
2133,***
6011,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
845,*Surtout durant la semaine - peu la fin de semaine**Parfois
5721,Plage de temps strictement reservee*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
1585,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Regulierement
289,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
3323,***
1367,Plage de temps reservee avec quelques exceptions*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
1421,***
3436,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
4535,Plage de temps reservee avec quelques exceptions*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Tres souvent
1623,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
3458,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*option_i4x-TELUQ-TUL1-problem-7263404c883d4411a0879cf73ff5f652_2_4_dummy_default
3095,Plage de temps reservee avec quelques exceptions*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Parfois
2224,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Jamais
3612,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2773,*En semaine ou la fin de semaine a egalite**Jamais
4357,***
6208,***
2352,*Surtout durant la fin de semaine - peu en semaine**Parfois
1318,***
2669,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
829,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Toujours
2269,*En semaine ou la fin de semaine a egalite**Jamais
5022,***
2038,Plage de temps reservee avec quelques exceptions*Surtout durant la fin de semaine - peu en semaine**Parfois
4842,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
4224,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
4566,*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Toujours
937,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
4675,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2529,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
3013,*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Parfois
459,*Surtout durant la semaine - peu la fin de semaine**Parfois
3374,***
2353,***
3637,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
399,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
1835,***
4446,*Surtout durant la semaine - peu la fin de semaine**Jamais
2148,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
4038,*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
3201,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2183,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
5759,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
2456,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Parfois
3880,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
1854,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Regulierement
370,***
885,***
2113,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2333,***
287,***
4088,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
852,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
4830,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine**Jamais
1537,*Surtout durant la semaine - peu la fin de semaine**Jamais
5043,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
2695,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
5039,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2022,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
5848,*En semaine ou la fin de semaine a egalite**Regulierement
2303,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
5787,*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Jamais
3454,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
5672,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
4611,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Regulierement
2831,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
6074,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
1813,***
2219,*Surtout durant la fin de semaine - peu en semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
2013,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Jamais
4383,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2519,Plage de temps strictement reservee*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Jamais
347,***
3763,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Tres souvent
1466,***
992,***
5968,***
6171,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
654,***
4021,***
5850,***
1131,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
3644,*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Jamais
5003,Plage de temps strictement reservee*Surtout durant la fin de semaine - peu en semaine*Surtout en soiree : apres 18h00.*Jamais
5292,Plage de temps reservee avec quelques exceptions*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
4519,*En semaine ou la fin de semaine a egalite**Parfois
1814,***
1850,***
1200,***
1106,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
482,***
4368,***
970,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Jamais
2205,***
5856,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
1311,*En semaine ou la fin de semaine a egalite*Surtout en soiree : apres 18h00.*Parfois
1112,Plage de temps strictement reservee*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Parfois
3848,*En semaine ou la fin de semaine a egalite*Surtout le jour : entre 8h00 et 18h00.*Parfois
4908,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Parfois
3008,*Surtout durant la semaine - peu la fin de semaine*Surtout en soiree : apres 18h00.*Jamais
2515,***
5085,***
4160,***
3442,***
6191,***
4331,***
1971,***
4636,***
3412,***
5064,***
795,***
954,***
234,***
284,***
545,***
927,***
1529,***
2052,***
2680,***
3344,***
5566,***
732,*option_i4x-TELUQ-TUL1-problem-7263404c883d4411a0879cf73ff5f652_2_2_dummy_default*Surtout en soiree : apres 18h00.*Parfois
282,***
3340,***
723,***
1101,***
4476,***
605,***
5700,*Surtout durant la semaine - peu la fin de semaine*Surtout le jour : entre 8h00 et 18h00.*Regulierement
4570,***
5550,***
5442,***
2407,***
2501,***
2418,***
8,***
1572,***
4481,***
